T,szG,sz1DMFGS,sz2DMFGS,sz3DMFGS
70.001,0.04768008276776026,0.2341689694997736,0.31169987655537423,0.3591825368543049
71.001,0.04701253497664146,0.23153816342703165,0.3086683564064254,0.3561608389913203
72.001,0.046363367747632445,0.22896022738938826,0.3056824555786442,0.3531701841719302
73.001,0.045731834380275505,0.2264337948311708,0.30274166479140874,0.35021091006803035
74.001,0.045117227966632256,0.2239575344154687,0.2998454481608515,0.34728328715899265
75.001,0.04451887878276323,0.22153014977576457,0.2969932471098141,0.3443875241050269
76.001,0.043936151882177005,0.21915037916430846,0.29418448390803975,0.34152377276492907
77.001,0.04336844487328845,0.2168169950138968,0.29141856487400114,0.3386921328770921
78.001,0.04281518586472208,0.21452880342762487,0.2886948832672974,0.33589265642232147
79.001,0.04227583156389611,0.21228464360933763,0.28601282189826055,0.33312535168654
80.001,0.04174986551574389,0.21008338724587894,0.28337175547927523,0.33039018704090867
